City,Date,AvgTemperature_C,AvgWindSpeed_m_s,AvgPrecipitation_mm,CO_ppm,NO2_ppb,O3_ppb,AQI,TrafficIndex
Detroit,2024-05-06,12.81,15.2,0.0,0.0,1.0,11,31.0,53
Detroit,2024-05-07,14.1,14.97,0.03,17.0,5.0,10,32.0,53
Detroit,2024-05-08,17.99,21.7,0.0,9.0,0.0,9,35.0,53
Detroit,2024-05-09,11.33,18.01,0.3,1.0,6.0,11,38.0,53
Detroit,2024-05-10,12.87,14.64,0.0,9.0,5.0,11,43.0,53
Detroit,2024-05-11,12.89,20.58,0.5,23.0,23.0,10,44.0,53
Detroit,2024-05-12,13.19,13.6,0.0,1.0,19.0,10,46.0,57
Detroit,2024-05-13,20.05,21.65,0.01,23.0,21.0,10,43.0,57
Detroit,2024-05-14,15.53,15.47,0.0,2.0,0.0,7,20.0,57
Detroit,2024-05-15,15.04,18.24,0.04,0.0,23.0,11,32.0,57
Detroit,2024-05-16,16.55,9.64,0.01,0.0,2.0,11,44.0,57
Detroit,2024-05-17,18.31,5.66,0.16,21.0,6.0,10,38.0,57
Detroit,2024-05-18,18.63,7.56,0.0,0.0,6.0,9,32.0,57
Detroit,2024-05-19,20.95,8.57,0.0,0.0,5.0,10,38.0,57
Detroit,2024-05-20,21.07,10.76,0.16,0.0,20.0,11,47.0,57
Detroit,2024-05-21,23.99,14.88,0.01,22.0,19.0,10,61.0,57
Detroit,2024-05-22,24.82,27.77,0.05,0.0,21.0,10,51.0,57
Detroit,2024-05-23,21.37,16.23,0.0,2.0,7.0,10,46.0,57
Detroit,2024-05-24,20.08,10.22,0.0,8.0,20.0,10,47.0,57
Detroit,2024-05-25,22.77,15.47,0.03,3.0,6.0,9,46.0,57
Detroit,2024-05-26,19.2,18.19,0.77,6.0,6.0,9,46.0,61
Detroit,2024-05-27,18.08,21.26,0.17,4.0,19.0,11,47.0,61
Detroit,2024-05-28,16.88,16.03,0.27,3.0,19.0,10,47.0,61
Detroit,2024-05-29,15.6,14.47,0.24,6.0,7.0,10,51.0,61
Detroit,2024-05-30,13.71,10.33,0.0,3.0,6.0,10,46.0,61
Detroit,2024-05-31,16.59,6.78,0.0,23.0,19.0,11,74.0,61
Detroit,2024-06-01,19.25,13.67,0.07,7.0,6.0,9,58.0,61
Detroit,2024-06-02,20.07,13.61,0.33,0.0,5.0,8,42.0,52
Detroit,2024-06-03,19.1,7.92,0.0,0.0,21.0,10,42.0,52
Detroit,2024-06-04,21.88,10.75,0.01,0.0,19.0,9,44.0,52
Detroit,2024-06-05,22.94,16.89,0.2,18.0,5.0,10,31.0,52
Detroit,2024-06-06,20.75,18.44,0.01,8.0,19.0,10,36.0,52
Detroit,2024-06-07,17.8,22.13,0.0,8.0,5.0,10,51.0,52
Detroit,2024-06-08,18.18,15.76,0.12,11.0,6.0,10,97.0,52
Detroit,2024-06-09,17.44,19.9,0.16,1.0,5.0,9,46.0,57
Detroit,2024-06-10,14.12,15.86,0.0,2.0,19.0,10,54.0,57
Detroit,2024-06-11,15.29,8.89,0.0,7.0,20.0,11,51.0,57
Detroit,2024-06-12,21.98,15.17,0.02,7.0,5.0,10,71.0,57
Detroit,2024-06-13,25.32,23.46,0.01,7.0,1.0,9,58.0,57
Detroit,2024-06-14,21.7,13.8,0.0,0.0,6.0,10,93.0,57
Detroit,2024-06-15,18.93,11.9,0.0,0.0,6.0,11,64.0,57
Detroit,2024-06-16,22.33,14.41,0.0,4.0,19.0,9,44.0,61
Detroit,2024-06-17,27.26,15.36,0.07,0.0,6.0,10,46.0,61
Detroit,2024-06-18,27.45,15.83,0.04,6.0,6.0,11,44.0,61
Detroit,2024-06-19,28.01,12.59,0.06,8.0,6.0,8,42.0,61
Detroit,2024-06-20,25.69,7.24,0.03,20.0,6.0,10,40.0,61
Detroit,2024-06-21,24.62,7.06,0.09,0.0,6.0,10,45.0,61
Detroit,2024-06-22,27.58,15.3,0.01,20.0,5.0,11,28.0,61
Detroit,2024-06-23,25.54,26.43,0.22,20.0,6.0,10,32.0,61
Detroit,2024-06-24,22.24,8.23,0.0,18.0,6.0,9,64.0,61
Detroit,2024-06-25,23.47,22.5,0.34,7.0,18.0,12,115.0,61
Detroit,2024-06-26,23.5,9.1,0.33,19.0,6.0,9,74.0,61
Detroit,2024-06-27,18.74,15.19,0.0,0.0,6.0,12,51.0,61
Detroit,2024-06-28,20.01,11.94,0.01,8.0,5.0,10,51.0,61
Detroit,2024-06-29,25.25,19.81,0.83,22.0,6.0,10,35.0,61
Detroit,2024-06-30,19.7,20.33,0.0,20.0,5.0,9,42.0,57
Detroit,2024-07-01,17.44,10.47,0.0,8.0,21.0,12,50.0,57
Detroit,2024-07-02,21.34,13.64,0.0,22.0,20.0,11,49.0,57
Detroit,2024-07-03,25.75,19.23,0.05,7.0,19.0,10,74.0,57
Detroit,2024-07-04,24.18,6.95,0.0,8.0,18.0,11,39.0,57
Detroit,2024-07-05,22.51,7.88,0.26,16.0,6.0,9,37.0,57
Detroit,2024-07-06,22.6,12.33,0.1,14.0,19.0,9,45.0,57
Detroit,2024-07-07,22.64,9.5,0.0,7.0,18.0,9,35.0,58
Detroit,2024-07-08,25.96,12.71,0.0,5.0,18.0,11,74.0,58
Detroit,2024-07-09,23.83,7.17,0.18,0.0,18.0,10,45.0,58
Detroit,2024-07-10,21.43,23.95,1.21,2.0,7.0,11,41.0,58
Detroit,2024-07-11,22.52,12.28,0.0,5.0,23.0,10,74.0,58
Detroit,2024-07-12,21.85,7.92,0.51,11.0,6.0,11,32.0,58
Detroit,2024-07-13,24.08,5.42,0.0,21.0,19.0,11,77.0,58
Detroit,2024-07-14,25.08,15.96,0.02,0.0,17.0,9,50.0,59
Detroit,2024-07-15,25.53,16.54,0.27,21.0,17.0,10,80.0,59
Detroit,2024-07-16,26.23,18.85,0.25,20.0,7.0,9,49.0,59
Detroit,2024-07-17,23.42,10.72,0.02,2.0,7.0,9,46.0,59
Detroit,2024-07-18,19.1,12.8,0.03,15.0,6.0,9,47.0,59
Detroit,2024-07-19,20.19,6.58,0.0,8.0,22.0,10,32.0,59
Detroit,2024-07-20,21.28,7.27,0.0,7.0,0.0,10,33.0,59
Detroit,2024-07-21,22.14,8.51,0.02,5.0,7.0,12,24.0,54
Detroit,2024-07-22,22.17,8.37,0.05,6.0,20.0,11,33.0,54
Detroit,2024-07-23,22.82,8.0,0.21,8.0,18.0,9,31.0,54
Detroit,2024-07-24,22.96,13.69,0.07,22.0,18.0,10,37.0,54
Detroit,2024-07-25,20.78,10.15,0.03,2.0,6.0,13,29.0,54
Detroit,2024-07-26,20.78,10.05,0.0,8.0,6.0,11,36.0,54
Detroit,2024-07-27,21.91,7.89,0.0,7.0,17.0,10,42.0,54
Detroit,2024-07-28,24.0,7.99,0.0,7.0,7.0,9,44.0,51
Detroit,2024-07-29,24.89,11.46,0.12,0.0,7.0,10,30.0,51
Detroit,2024-07-30,24.8,14.57,0.33,6.0,6.0,11,34.0,51
Detroit,2024-07-31,25.6,8.76,0.17,1.0,8.0,10,54.0,51
Detroit,2024-08-01,25.44,8.74,0.07,8.0,5.0,10,77.0,51
Detroit,2024-08-02,24.82,6.72,0.15,9.0,19.0,8,31.0,51
Detroit,2024-08-03,25.77,11.14,0.01,23.0,18.0,10,32.0,51
Detroit,2024-08-04,24.79,7.34,0.0,0.0,18.0,11,44.0,53
Detroit,2024-08-05,24.31,11.55,0.53,23.0,18.0,8,24.0,53
Detroit,2024-08-06,20.11,21.34,0.81,23.0,7.0,11,17.0,53
Detroit,2024-08-07,20.54,21.4,0.0,0.0,7.0,23,28.0,53
Detroit,2024-08-08,22.16,9.78,0.0,1.0,18.0,7,27.0,53
Detroit,2024-08-09,21.88,16.53,0.0,22.0,23.0,10,47.0,53
Detroit,2024-08-10,19.1,19.62,0.0,0.0,0.0,10,47.0,53
Detroit,2024-08-11,19.59,16.93,0.0,0.0,18.0,11,43.0,59
Detroit,2024-08-12,20.18,9.76,0.0,22.0,21.0,10,42.0,59
Detroit,2024-08-13,21.03,6.03,0.04,23.0,19.0,11,32.0,59
Detroit,2024-08-14,21.71,7.09,0.0,1.0,19.0,10,51.0,59
Detroit,2024-08-15,22.65,9.77,0.0,23.0,18.0,9,44.0,59
Detroit,2024-08-16,22.96,10.78,0.25,10.0,19.0,9,42.0,59
Detroit,2024-08-17,22.84,15.76,0.35,0.0,18.0,10,41.0,59
Detroit,2024-08-18,21.43,15.48,0.44,18.0,19.0,10,44.0,56
Detroit,2024-08-19,18.54,21.5,0.0,17.0,18.0,9,40.0,56
Detroit,2024-08-20,16.7,16.63,0.0,12.0,3.0,10,44.0,56
Detroit,2024-08-21,16.49,12.35,0.0,0.0,7.0,11,44.0,56
Detroit,2024-08-22,17.22,6.72,0.0,0.0,6.0,9,42.0,56
Detroit,2024-08-23,19.3,8.21,0.0,6.0,19.0,10,42.0,56
Detroit,2024-08-24,21.48,7.8,0.0,0.0,17.0,10,47.0,56
Detroit,2024-08-25,23.27,7.8,0.05,0.0,6.0,10,48.0,60
Detroit,2024-08-26,25.99,8.83,0.0,14.0,17.0,10,71.0,60
Detroit,2024-08-27,26.52,13.75,0.07,21.0,7.0,10,136.0,60
Detroit,2024-08-28,25.22,11.56,0.11,0.0,7.0,11,71.0,60
Detroit,2024-08-29,21.29,10.33,0.0,21.0,7.0,10,93.0,60
Detroit,2024-08-30,24.66,11.91,0.28,7.0,18.0,10,44.0,60
Detroit,2024-08-31,24.3,9.45,0.0,0.0,19.0,9,51.0,60
Detroit,2024-09-01,21.62,15.37,0.0,10.0,7.0,8,31.0,52
Detroit,2024-09-02,16.7,15.03,0.0,0.0,19.0,11,40.0,52
Detroit,2024-09-03,16.52,7.89,0.0,11.0,20.0,10,38.0,52
Detroit,2024-09-04,19.45,10.58,0.0,7.0,6.0,10,38.0,52
Detroit,2024-09-05,22.28,14.08,0.01,7.0,18.0,11,44.0,52
Detroit,2024-09-06,19.78,15.47,0.05,8.0,5.0,10,43.0,52
Detroit,2024-09-07,13.7,21.54,0.0,7.0,22.0,10,42.0,52
Detroit,2024-09-08,14.65,15.96,0.0,0.0,12.0,9,33.0,54
Detroit,2024-09-09,19.28,18.32,0.0,12.0,4.0,10,42.0,54
Detroit,2024-09-10,19.24,6.42,0.0,7.0,21.0,10,51.0,54
Detroit,2024-09-11,21.67,6.14,0.0,8.0,21.0,10,42.0,54
Detroit,2024-09-12,22.41,11.17,0.0,0.0,6.0,10,45.0,54
Detroit,2024-09-13,22.15,15.15,0.0,20.0,6.0,8,31.0,54
Detroit,2024-09-14,21.69,14.9,0.0,0.0,9.0,10,32.0,54
Detroit,2024-09-15,22.53,12.35,0.0,8.0,6.0,23,28.0,54
Detroit,2024-09-16,21.65,12.36,0.0,7.0,7.0,16,27.0,54
Detroit,2024-09-17,20.58,11.91,0.0,21.0,17.0,7,19.0,54
Detroit,2024-09-18,21.92,11.66,0.0,8.0,23.0,10,30.0,54
Detroit,2024-09-19,21.87,8.54,0.0,8.0,1.0,11,31.0,54
Detroit,2024-09-20,22.28,8.76,0.0,8.0,23.0,10,44.0,54
Detroit,2024-09-21,23.38,7.08,0.07,0.0,6.0,10,46.0,54
Detroit,2024-09-22,21.84,10.77,0.33,5.0,6.0,10,48.0,59
Detroit,2024-09-23,19.4,15.97,0.01,7.0,21.0,10,19.0,59
Detroit,2024-09-24,18.65,10.92,1.1,8.0,6.0,10,33.0,59
Detroit,2024-09-25,20.25,14.45,0.02,4.0,6.0,10,37.0,59
Detroit,2024-09-26,18.55,12.7,0.0,0.0,22.0,12,26.0,59
Detroit,2024-09-27,19.13,25.77,0.0,22.0,6.0,14,17.0,59
Detroit,2024-09-28,19.28,21.38,1.88,0.0,22.0,9,36.0,59
Detroit,2024-09-29,19.96,18.87,0.06,22.0,1.0,10,34.0,59
Detroit,2024-09-30,19.61,15.87,0.0,0.0,23.0,9,34.0,59
Detroit,2024-10-01,18.46,10.44,0.1,17.0,6.0,10,28.0,59
Detroit,2024-10-02,14.49,10.54,0.0,0.0,6.0,10,35.0,59
Detroit,2024-10-03,16.81,11.39,0.0,11.0,1.0,10,36.0,59
Detroit,2024-10-04,16.45,9.5,0.01,7.0,17.0,10,36.0,59
Detroit,2024-10-05,15.23,12.95,0.0,7.0,6.0,10,50.0,59
Detroit,2024-10-06,19.63,25.26,0.0,0.0,23.0,11,36.0,54
Detroit,2024-10-07,13.61,15.14,0.0,0.0,6.0,10,47.0,54
Detroit,2024-10-08,13.81,14.18,0.0,0.0,6.0,10,41.0,54
Detroit,2024-10-09,11.83,14.59,0.0,8.0,22.0,10,43.0,54
Detroit,2024-10-10,10.88,7.51,0.0,21.0,3.0,10,41.0,54
Detroit,2024-10-11,15.77,17.84,0.0,1.0,1.0,10,32.0,54
Detroit,2024-10-12,14.83,15.76,0.67,9.0,6.0,10,43.0,54
Detroit,2024-10-13,11.46,15.12,0.65,20.0,23.0,10,44.0,51
Detroit,2024-10-14,9.14,17.86,0.32,7.0,23.0,10,43.0,51
Detroit,2024-10-15,6.89,18.45,0.03,8.0,5.0,9,30.0,51
Detroit,2024-10-16,7.33,15.8,0.0,6.0,6.0,9,26.0,51
Detroit,2024-10-17,8.18,8.57,0.0,7.0,23.0,10,33.0,51
Detroit,2024-10-18,9.38,9.34,0.0,0.0,8.0,10,35.0,51
Detroit,2024-10-19,11.81,9.88,0.0,22.0,22.0,10,42.0,51
Detroit,2024-10-20,14.18,14.76,0.0,7.0,1.0,10,44.0,60
Detroit,2024-10-21,17.4,15.68,0.0,0.0,21.0,10,44.0,60
Detroit,2024-10-22,16.2,14.76,0.0,0.0,4.0,10,47.0,60
Detroit,2024-10-23,16.9,22.15,0.0,8.0,6.0,10,44.0,60
Detroit,2024-10-24,9.05,7.48,0.0,6.0,20.0,9,50.0,60
Detroit,2024-10-25,12.05,12.9,0.06,7.0,5.0,10,49.0,60
Detroit,2024-10-26,8.8,14.59,0.0,0.0,11.0,10,50.0,60
Detroit,2024-10-27,6.83,6.34,0.0,0.0,5.0,7,30.0,51
Detroit,2024-10-28,9.64,11.46,0.0,19.0,1.0,10,41.0,51
Detroit,2024-10-29,17.86,23.59,0.52,22.0,5.0,9,37.0,51
Detroit,2024-10-30,20.45,27.57,0.0,0.0,1.0,10,37.0,51
Detroit,2024-10-31,19.45,29.62,0.06,0.0,5.0,10,35.0,51
Detroit,2024-11-01,9.79,21.25,0.0,23.0,22.0,9,27.0,51
Detroit,2024-11-02,6.72,5.62,0.0,0.0,6.0,9,31.0,51
Detroit,2024-11-03,10.65,17.79,0.0,0.0,23.0,10,36.0,60
Detroit,2024-11-04,16.81,22.14,0.08,7.0,20.0,9,30.0,60
Detroit,2024-11-05,19.64,27.65,0.0,6.0,1.0,9,20.0,60
Detroit,2024-11-06,17.36,18.49,0.21,8.0,1.0,9,23.0,60
Detroit,2024-11-07,10.83,11.52,0.0,23.0,1.0,11,24.0,60
Detroit,2024-11-08,10.12,17.66,0.0,1.0,7.0,23,27.0,60
Detroit,2024-11-09,8.3,13.82,0.0,8.0,1.0,9,37.0,60
Detroit,2024-11-10,12.51,17.32,0.64,8.0,5.0,8,23.0,58
Detroit,2024-11-11,11.15,26.49,0.0,23.0,4.0,9,14.0,58
Detroit,2024-11-12,6.13,16.06,0.0,1.0,6.0,10,35.0,58
Detroit,2024-11-13,7.24,14.62,0.0,8.0,20.0,10,31.0,58
Detroit,2024-11-14,8.48,12.65,0.43,7.0,20.0,7,19.0,58
Detroit,2024-11-15,9.02,10.12,0.0,0.0,7.0,10,24.0,58
Detroit,2024-11-16,8.22,5.58,0.0,5.0,1.0,10,27.0,58
Detroit,2024-11-17,9.02,12.22,0.03,8.0,6.0,10,33.0,60
Detroit,2024-11-18,9.65,7.43,0.03,9.0,6.0,10,33.0,60
Detroit,2024-11-19,12.52,15.04,0.09,10.0,5.0,12,27.0,60
Detroit,2024-11-20,7.5,10.87,0.27,0.0,6.0,19,23.0,60
Detroit,2024-11-21,2.2,12.58,0.07,22.0,8.0,10,31.0,60
Detroit,2024-11-22,4.42,18.55,0.02,0.0,6.0,10,18.0,60
Detroit,2024-11-23,6.46,15.7,0.0,23.0,3.0,10,23.0,60
Detroit,2024-11-24,5.83,9.06,0.01,3.0,23.0,10,29.0,60
Detroit,2024-11-25,7.81,9.9,0.22,16.0,19.0,11,32.0,60
Detroit,2024-11-26,4.8,19.82,0.02,0.0,4.0,10,27.0,60
Detroit,2024-11-27,2.79,6.37,0.0,0.0,6.0,9,26.0,60
Detroit,2024-11-28,2.18,12.66,0.03,8.0,5.0,13,26.0,60
Detroit,2024-11-29,-1.45,18.76,0.08,8.0,20.0,10,29.0,60
Detroit,2024-11-30,-3.77,20.56,0.01,0.0,1.0,9,33.0,60
Detroit,2024-12-01,-3.0,16.49,0.0,7.0,23.0,10,30.0,57
Detroit,2024-12-02,-1.92,14.59,0.0,0.0,4.0,10,32.0,57
Detroit,2024-12-03,-1.47,12.62,0.0,8.0,5.0,8,26.0,57
Detroit,2024-12-04,-0.72,23.41,0.04,23.0,5.0,12,32.0,57
Detroit,2024-12-05,-2.87,26.26,0.03,4.0,21.0,9,35.0,57
Detroit,2024-12-06,-3.54,16.4,0.0,0.0,5.0,9,30.0,57
Detroit,2024-12-07,0.01,18.02,0.0,20.0,1.0,10,31.0,57
Detroit,2024-12-08,5.22,13.95,0.0,8.0,1.0,11,34.0,55
Detroit,2024-12-09,6.69,13.15,0.58,9.0,21.0,7,19.0,55
Detroit,2024-12-10,5.89,6.22,0.0,8.0,22.0,23,27.0,55
Detroit,2024-12-11,0.65,15.77,0.02,8.0,7.0,12,26.0,55
Detroit,2024-12-12,-7.62,23.25,0.03,4.0,5.0,10,31.0,55
Detroit,2024-12-13,-8.9,6.35,0.0,4.0,19.0,10,24.0,55
Detroit,2024-12-14,-3.06,13.02,0.0,4.0,22.0,10,23.0,55
Detroit,2024-12-15,2.94,13.94,0.42,7.0,3.0,7,21.0,54
Detroit,2024-12-16,6.4,17.11,0.25,0.0,20.0,9,14.0,54
Detroit,2024-12-17,4.71,15.97,0.0,10.0,7.0,11,23.0,54
Detroit,2024-12-18,2.08,7.39,0.03,6.0,1.0,11,25.0,54
Detroit,2024-12-19,-0.98,8.86,0.04,0.0,21.0,9,26.0,54
Detroit,2024-12-20,-0.25,12.9,0.14,1.0,1.0,12,21.0,54
Detroit,2024-12-21,-5.63,14.32,0.0,0.0,5.0,14,28.0,54
Detroit,2024-12-22,-7.27,6.45,0.0,9.0,23.0,9,32.0,53
Detroit,2024-12-23,-0.92,15.44,0.14,23.0,4.0,10,32.0,53
Detroit,2024-12-24,1.09,8.05,0.0,3.0,1.0,10,27.0,53
Detroit,2024-12-25,0.83,7.42,0.0,4.0,20.0,10,34.0,53
Detroit,2024-12-26,2.71,9.62,0.0,23.0,7.0,9,29.0,53
Detroit,2024-12-27,4.59,12.24,0.1,3.0,7.0,7,20.0,53
Detroit,2024-12-28,9.85,17.22,0.0,0.0,23.0,23,16.0,53
Detroit,2024-12-29,6.15,14.19,1.36,7.0,1.0,8,34.0,52
Detroit,2024-12-30,4.43,19.88,0.36,6.0,10.0,10,29.0,52
Detroit,2024-12-31,2.05,16.54,0.32,0.0,5.0,10,26.0,52
Philadelphia,2024-01-01,4.47,6.48,0.01,22.0,19.0,9,17.0,68
Philadelphia,2024-01-02,1.29,10.69,0.0,3.0,7.0,7,21.0,68
Philadelphia,2024-01-03,1.25,7.41,0.0,6.0,0.0,9,17.0,68
Philadelphia,2024-01-04,2.39,12.65,0.02,11.0,18.0,19,26.0,68
Philadelphia,2024-01-05,-1.72,9.96,0.0,16.0,18.0,9,24.0,68
Philadelphia,2024-01-06,-0.3,12.67,0.95,6.0,7.0,11,9.0,68
Philadelphia,2024-01-22,-4.45,9.5,0.0,4.0,19.0,16,8.0,67
Philadelphia,2024-01-23,0.85,7.83,0.0,2.0,17.0,9,11.0,67
Philadelphia,2024-01-24,3.92,5.54,0.06,0.0,1.0,7,2.0,67
Philadelphia,2024-01-25,11.34,10.07,0.23,1.0,7.0,23,10.0,67
Philadelphia,2024-01-26,9.58,9.27,0.15,6.0,23.0,7,11.0,67
Philadelphia,2024-01-27,6.66,8.35,0.0,6.0,18.0,10,17.0,67
Philadelphia,2024-01-28,4.23,16.8,0.83,5.0,16.0,7,23.0,67
Philadelphia,2024-01-29,3.74,19.23,0.02,5.0,23.0,18,22.0,67
Philadelphia,2024-01-30,1.8,8.42,0.0,22.0,0.0,21,24.0,67
Philadelphia,2024-01-31,3.51,4.28,0.0,2.0,1.0,9,26.0,67
Philadelphia,2024-02-01,3.12,8.42,0.0,23.0,18.0,10,11.0,67
Philadelphia,2024-02-02,5.24,10.52,0.25,4.0,21.0,7,5.0,67
Philadelphia,2024-02-05,1.82,8.9,0.0,5.0,0.0,22,28.0,66
Philadelphia,2024-02-06,0.03,10.68,0.0,4.0,7.0,10,32.0,66
Philadelphia,2024-02-07,1.56,7.33,0.0,5.0,17.0,9,31.0,66
Philadelphia,2024-02-08,3.53,6.73,0.0,0.0,17.0,12,21.0,66
Philadelphia,2024-02-09,6.48,8.17,0.0,11.0,23.0,10,29.0,66
Philadelphia,2024-02-10,8.25,8.31,0.0,5.0,23.0,23,6.0,66
Philadelphia,2024-02-11,8.24,8.4,0.0,5.0,1.0,7,21.0,69
Philadelphia,2024-02-12,6.38,5.34,0.06,10.0,17.0,8,14.0,69
Philadelphia,2024-02-13,2.48,17.77,1.01,17.0,21.0,9,24.0,69
Philadelphia,2024-02-14,-0.9,14.28,0.0,7.0,0.0,9,34.0,69
Philadelphia,2024-02-15,-0.76,10.8,0.0,23.0,16.0,9,27.0,69
Philadelphia,2024-02-16,2.16,15.21,0.0,2.0,19.0,7,33.0,69
Philadelphia,2024-02-17,-0.19,12.95,0.22,6.0,4.0,11,30.0,69
Philadelphia,2024-02-18,-0.38,17.44,0.0,6.0,16.0,9,33.0,71
Philadelphia,2024-02-19,0.82,8.9,0.0,6.0,19.0,10,36.0,71
Philadelphia,2024-02-20,-0.92,7.83,0.0,6.0,19.0,10,31.0,71
Philadelphia,2024-02-21,0.37,7.91,0.0,5.0,19.0,12,37.0,71
Philadelphia,2024-02-22,2.9,9.34,0.15,22.0,0.0,10,31.0,71
Philadelphia,2024-02-23,6.55,7.69,0.04,22.0,21.0,10,23.0,71
Philadelphia,2024-02-24,2.71,14.58,0.08,6.0,0.0,11,32.0,71
Philadelphia,2024-02-25,-1.27,8.15,0.0,5.0,21.0,8,31.0,69
Philadelphia,2024-02-26,5.05,7.98,0.0,6.0,5.0,10,19.0,69
Philadelphia,2024-02-27,10.03,14.34,0.1,18.0,6.0,12,38.0,69
Philadelphia,2024-02-28,14.02,24.1,0.63,17.0,3.0,9,32.0,69
Philadelphia,2024-02-29,2.08,19.88,0.0,17.0,17.0,9,31.0,69
Philadelphia,2024-03-01,2.52,9.34,0.0,9.0,21.0,11,34.0,69
Philadelphia,2024-03-02,7.55,11.99,0.85,5.0,9.0,9,31.0,69
Philadelphia,2024-03-03,11.48,7.88,0.0,6.0,7.0,10,34.0,70
Philadelphia,2024-03-04,10.25,9.59,0.0,6.0,23.0,12,36.0,70
Philadelphia,2024-03-05,7.1,14.35,0.38,6.0,6.0,7,26.0,70
Philadelphia,2024-03-06,7.94,10.33,1.15,6.0,10.0,23,12.0,70
Philadelphia,2024-03-07,11.8,15.1,0.05,22.0,23.0,10,23.0,70
Philadelphia,2024-03-08,7.03,10.59,0.0,0.0,22.0,18,33.0,70
Philadelphia,2024-03-09,6.59,14.83,1.25,0.0,7.0,7,31.0,70
Philadelphia,2024-03-10,6.82,23.46,0.05,7.0,21.0,10,32.0,71
Philadelphia,2024-03-11,5.67,25.92,0.0,16.0,18.0,9,40.0,71
Philadelphia,2024-03-12,10.58,14.87,0.0,6.0,7.0,10,42.0,71
Philadelphia,2024-03-13,13.16,8.51,0.0,20.0,20.0,11,41.0,71
Philadelphia,2024-03-14,14.1,8.66,0.0,23.0,5.0,12,51.0,71
Philadelphia,2024-03-15,16.36,18.03,0.01,0.0,2.0,16,40.0,71
Philadelphia,2024-03-16,9.95,12.31,0.0,20.0,20.0,12,42.0,71
Philadelphia,2024-03-17,12.0,16.97,0.0,19.0,6.0,9,38.0,69
Philadelphia,2024-03-18,6.16,17.7,0.0,5.0,7.0,8,34.0,69
Philadelphia,2024-03-19,4.08,17.36,0.02,6.0,17.0,7,35.0,69
Philadelphia,2024-03-20,6.9,19.88,0.01,6.0,20.0,12,37.0,69
Philadelphia,2024-03-21,1.47,15.78,0.0,23.0,5.0,8,33.0,69
Philadelphia,2024-03-22,2.51,9.83,0.0,21.0,22.0,8,31.0,69
Philadelphia,2024-03-23,5.9,18.24,2.5,23.0,20.0,19,34.0,69
Philadelphia,2024-03-24,3.11,15.15,0.0,21.0,3.0,9,39.0,67
Philadelphia,2024-03-25,4.66,13.03,0.0,0.0,2.0,10,39.0,67
Philadelphia,2024-03-26,6.29,11.31,0.0,7.0,23.0,14,33.0,67
Philadelphia,2024-03-27,6.95,3.99,0.26,0.0,2.0,7,19.0,67
Philadelphia,2024-03-28,8.53,11.51,0.55,19.0,18.0,22,31.0,67
Philadelphia,2024-03-29,8.13,21.87,0.0,3.0,20.0,9,45.0,67
Philadelphia,2024-03-30,8.35,12.99,0.47,7.0,18.0,10,43.0,67
Philadelphia,2024-03-31,10.44,9.25,0.0,22.0,1.0,9,43.0,67
Philadelphia,2024-04-01,9.32,8.1,0.5,8.0,13.0,12,27.0,67
Philadelphia,2024-04-02,7.57,14.02,0.99,21.0,7.0,19,42.0,67
Philadelphia,2024-04-03,7.46,26.03,1.29,7.0,1.0,7,36.0,67
Philadelphia,2024-04-04,6.99,13.89,0.3,19.0,19.0,8,29.0,67
Philadelphia,2024-04-05,6.37,17.75,0.0,1.0,8.0,9,33.0,67
Philadelphia,2024-04-06,7.33,20.77,0.0,6.0,23.0,10,38.0,67
Philadelphia,2024-04-07,8.76,14.14,0.0,5.0,1.0,10,42.0,64
Philadelphia,2024-04-08,9.7,6.27,0.0,20.0,9.0,11,36.0,64
Philadelphia,2024-04-09,14.76,6.41,0.0,6.0,7.0,12,71.0,64
Philadelphia,2024-04-10,15.75,6.98,0.0,4.0,16.0,11,42.0,64
Philadelphia,2024-04-11,16.12,17.82,0.1,14.0,19.0,12,36.0,64
Philadelphia,2024-04-12,15.98,26.0,0.83,9.0,4.0,11,40.0,64
Philadelphia,2024-04-13,11.0,25.05,0.04,6.0,20.0,8,42.0,64
Philadelphia,2024-04-14,14.83,17.82,0.0,8.0,2.0,10,50.0,66
Philadelphia,2024-04-15,18.4,9.72,0.05,21.0,19.0,10,58.0,66
Philadelphia,2024-04-16,15.44,11.57,0.0,22.0,18.0,10,50.0,66
Philadelphia,2024-04-17,13.63,9.39,0.12,7.0,17.0,19,42.0,66
Philadelphia,2024-04-18,11.5,15.44,0.0,0.0,16.0,7,30.0,66
Philadelphia,2024-04-19,10.67,9.08,0.01,18.0,21.0,9,31.0,66
Philadelphia,2024-04-20,13.85,12.53,0.12,20.0,22.0,12,46.0,66
Philadelphia,2024-04-21,8.24,11.45,0.0,21.0,1.0,10,34.0,68
Philadelphia,2024-04-22,9.33,11.72,0.0,7.0,1.0,11,46.0,68
Philadelphia,2024-04-23,11.28,11.18,0.0,7.0,23.0,11,47.0,68
Philadelphia,2024-04-24,15.38,15.28,0.0,7.0,22.0,10,48.0,68
Philadelphia,2024-04-25,9.57,11.89,0.0,0.0,20.0,11,35.0,68
Philadelphia,2024-04-26,9.64,7.7,0.0,10.0,20.0,11,42.0,68
Philadelphia,2024-04-29,22.38,6.77,0.0,16.0,6.0,10,64.0,66
Philadelphia,2024-04-30,22.25,9.13,0.01,7.0,23.0,11,51.0,66
